Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Type,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations
KELT-10,1.11,-0.06,0.06,5948,-74,74,1.21,-0.04,0.05,188.404,-2.132,2.182,4.32,-0.03,0.02,Gaia DR2 6710517793025165696,9.388,9.693,9.338,10.617,10.7009,9.305,9.35,9.275,8.717,0,0.09,-0.1,0.11,[Fe/H],4.5,-0.7,0.7,G0 V,284.5483823,-47.0033072,KELT-10 b,15.68136404,0.77341967,-0.549240056,1.399,0.069,-0.049,215.8054881,12.39530786,-12.07747945,0.679,0.039,-0.038,0,1,80,4.1662739,-6.30E-06,6.30E-06,1331.934801,7849419106,0.052504476,0.3,2.3,13480.47478,0.23,1,88.61,-0.74,0.86,0,,,0,,,,7066.72045,0.00027,-0.00027,0,7068.803587,0,1,1.416,0.034,-0.029,1,2016,G-H-J,Eclipse,1,1,2
KELT-11,1.44,-0.07,0.07,5375,-25,25,2.69,-0.04,0.04,99.1596,-0.52105,0.52105,3.7,-0.1,0.1,Gaia DR2 3761497761876022400,6.251,6.616,6.122,8.04,7.83112,6.152,6.068,6.157,6.088,0,0.17,-0.07,0.07,[Fe/H],,,,G8/K0 IV,161.7069053,-9.3993646,KELT-11 b,15.13212399,1.120898073,-1.120898073,1.35,0.1,-0.1,54.34865753,4.767426099,-4.767426099,0.171,0.015,-0.015,0,1,0,4.7361,-3.00E-05,3.00E-05,1646.55533,9324653866,0.062372267,0.3,2.3,25534.76868,0.404,1,85.3,-0.2,0.2,0.0007,-0.0005,0.002,0,-1,-74.6,147.4,7483.431,0.0007,-0.0007,0,7485.79905,0,1,0.265,0.035,-0.038,1,2017,G-VH-J,Transit,1,0,0
KELT-12,1.59,-0.09,0.07,6279,-51,51,2.37,-0.17,0.17,368.03,-3.106,3.157,3.89,-0.05,0.05,Gaia DR2 4608935250790855296,9.385,9.631,9.362001,10.585,10.4842,9.322,9.351,9.324,8.766,0,0.19,-0.085,0.084,[Fe/H],2.2,-0.1,0.1,,267.6404906,36.5701761,KELT-12 b,19.9519857,1.905526724,-1.793436917,1.78,0.17,-0.16,301.9369863,44.49597692,-44.49597692,0.95,0.14,-0.14,0,1,82,5.031623,-3.10E-05,3.20E-05,1740.409831,10034654338,0.067121434,0.3,2.3,20619.66162,0.586,1,84.47,-0.95,1.1,0,,,0,,,,7083.660459,0.000894,-0.000894,0,7086.176271,0,1,0.596,0.029,-0.028,1,2017,F-VH-MJ,Eclipse,1,1,2
KELT-14,1.24,-0.04,0.04,5720,-130,130,1.52,-0.03,0.03,250.121,-1.529,1.549,4.17,-0.02,0.02,Gaia DR2 5560886336446650240,9.487001,9.808,9.424,11.001,10.8384,9.384,9.426,9.354,8.718,0,0.32,-0.09,0.09,[Fe/H],5.11,-0.8,0.8,G4,108.301409,-42.4097623,KELT-14 b,19.53725341,0.526822094,-0.526822094,1.743,0.047,-0.047,394.1072242,22.88364527,-22.88364527,1.24,0.072,-0.072,0,1,179.8,1.7100566,-2.60E-06,3.20E-06,1896.413932,4498270124,0.030088763,0.3,2.3,7899.037423,0.8622,1,78.3,-0.3,0.3,0,,,0,,,,6665.22401,0.00021,-0.00021,0,6666.079038,0,1,1.386,0.029,-0.029,1,2016,G-VH-MJ,Eclipse,1,0,1
KELT-15,2.06,-0.75,0.75,6003,-54,54,1.78,-0.21,0.21,324.683,-2.442,2.479,4.17,-0.03,0.03,Gaia DR2 5489780919480009472,9.919,10.205,9.854,11.39,11.0694,9.787,9.817,9.787,9.238,0,0.05,,,[Fe/H],,,,,117.4149764,-52.1204471,KELT-15 b,19.50362647,2.241796146,-2.241796146,1.74,0.2,-0.2,416.3552126,136.6662148,-136.6662148,1.31,0.43,-0.43,0,1,110,3.32944,-1.60E-05,1.60E-05,1584.890153,8306814555,0.055563977,0.3,2.3,14830.87955,0.2,1,88.3,-1.45,1.45,0,,,0,,,,8494.13497,0.0002,-0.0002,0,8495.79969,0,1,1,0.043,-0.043,1,2016,G-VH-MJ,Eclipse,1,1,2
KELT-17,1.64,-0.06,0.07,7454,-49,49,1.65,-0.06,0.06,226.5,-2.453,2.506,4.22,-0.02,0.02,Gaia DR2 651935220461650560,8.697,8.745,8.646,9.234,9.20887,8.62,8.658,8.626,8.315,0,-0.018,-0.072,0.074,[Fe/H],0.65,-0.15,0.15,A,125.617407,13.7353093,KELT-17 b,17.09369561,0.728583748,-0.672538844,1.525,0.065,-0.06,416.3552126,88.99195385,-92.17023791,1.31,0.28,-0.29,0,1,131,3.0801716,-5.20E-06,5.30E-06,2019.861101,7309638017,0.0488939,0.3,2.3,12477.62364,0.57,1,84.87,-0.43,0.45,0,,,0,,,,7226.142194,0.00033,-0.00033,0,7227.68228,0,1,0.907,0.017,-0.016,1,2016,F-VH-MJ,Eclipse,1,0,1
KELT-19 A,1.62,-0.2,0.25,7500,-110,110,1.83,-0.1,0.1,300.276,-4.544,4.684,4.13,-0.03,0.03,Gaia DR2 3142847477107193344,9.237001,9.343,9.196,9.857,9.86331,9.138,9.156,9.132,8.089,0,-0.12,-0.51,0.51,[Fe/H],,,,A8 V,111.5095293,7.6157759,KELT-19 A b,21.4091532,1.23298788,-1.23298788,1.91,0.11,-0.11,1001.776129,0,0,3.151940192,0,0,1,1,0,4.6117093,-8.80E-06,8.80E-06,1874.7186,9527470230,0.063728898,0.3,2.3,15795.58648,0.601,1,85.41,-0.31,0.34,0,,,0,,,,7281.249537,0.000361,-0.000361,0,7283.555392,0,1,1.148,0.02,-0.02,1,2017,F-VH-MJ,Eclipse,1,0,1
KELT-16,1.21,-0.05,0.04,6236,-54,54,1.36,-0.05,0.06,444.586,-5.441,5.574,4.25,-0.04,0.03,Gaia DR2 1864885215233116032,10.692,10.928,10.642,11.717,11.7959,10.594,10.595,10.483,9.104,0,-0.002,-0.085,0.086,[Fe/H],3.1,-0.3,0.3,F7 V,314.2685227,31.6610186,KELT-16 b,15.86070773,0.941554381,-0.751001709,1.415,0.084,-0.067,874.0281181,50.85254506,-47.67426099,2.75,0.16,-0.15,0,1,494,0.9689951,-2.40E-06,2.40E-06,2372.975362,3055208291,0.020436176,0.3,2.3,8906.925739,0.32,1,84.4,-2.3,3,0,,,0,,,,7247.24791,0.00019,-0.00019,0,7247.732408,0,1,1.146,0.029,-0.025,1,2017,F-VH-J,Eclipse,1,1,2
KELT-18,1.52,-0.07,0.07,6670,-120,120,1.91,-0.04,0.04,321.376,-2.47,2.509,4.06,-0.01,0.01,Gaia DR2 1612165353793791488,9.272,9.454001,9.21,10.16,10.1036,9.135,9.154,9.17,9.085,0,0.09,-0.13,0.13,[Fe/H],1.9,-0.2,0.2,F4 V,216.5238248,59.4442735,KELT-18 b,17.59809975,0.470777191,-0.403523306,1.57,0.042,-0.036,375.0375198,34.96112473,-34.96112473,1.18,0.11,-0.11,0,1,127,2.8717518,-2.80E-06,2.80E-06,2015.929666,6801589916,0.045495585,0.3,2.3,16779.04027,0.102,1,88.86,-1.2,0.79,0,,,0,,,,7542.52504,0.00039,-0.00039,0,7543.960916,0,1,0.716,0.015,-0.015,1,2017,F-VH-MJ,Eclipse,1,1,1
KELT-21,1.46,-0.03,0.03,7598,-84,81,1.64,-0.03,0.03,470.878,-6.3,6.471,4.17,-0.01,0.02,Gaia DR2 2054523105274216704,10.121,10.149,10.09,10.484,10.5415,10.064,10.106,10.252,9.158,0,-0.405,-0.033,0.032,[Fe/H],1.6,-0.1,0.1,A8 V,304.8000322,32.5810446,KELT-21 b,17.77744344,0.437150249,-0.448359229,1.586,0.039,-0.04,584.2637051,0,0,1.838299199,0,0,1,0,0,3.6127647,-3.30E-06,3.30E-06,1984.441354,7820635583,0.052311944,0.3,2.3,14757.86075,0.423,1,86.46,-0.34,0.38,0,,,0,,,,7295.93434,0.00041,-0.00042,0,7297.740722,0,1,0.99,0.014,-0.014,1,2018,F-VH-MJ,Eclipse,1,2,3
KELT-20,1.76,-0.19,0.14,8720,-260,250,1.57,-0.06,0.06,136.426,-0.807,0.816,4.29,-0.02,0.02,Gaia DR2 2033123654092592384,7.446,7.424,7.415,7.59,7.57492,7.363,7.441,7.45,7.399,0,-0.29,-0.36,0.22,[Fe/H],0.6,,,A2 V,294.6614126,31.2192001,KELT-20 b,19.51483545,0.77341967,-0.829464574,1.741,0.069,-0.074,783.9995869,0,0,2.466738563,0,0,1,1,0,3.4741085,-1.90E-06,1.90E-06,2188.377114,8108946858,0.054240447,0.3,2.3,12824.97463,0.503,1,86.12,-0.27,0.28,0,,,0,,,,7503.120049,0.00019,-0.00019,0,7504.857103,0,1,1.309,0.014,-0.014,1,2017,F-VH-MJ,Eclipse,1,0,0
KELT-2 A,1.54,-0.28,0.28,6327,-80,80,1.93,-0.1,0.1,134.058,-0.793,0.802,4.5,,,Gaia DR2 3438059369839738624,7.417,7.669,7.346,8.68,8.58393,7.269,7.335,7.375,7.272,0,0,,,[Fe/H],3.97,-0.01,0.01,F8,92.6640226,30.9571333,KELT-2 A b,15.13212399,0.896718458,-0.896718458,1.35,0.08,-0.08,485.3239769,27.65107137,-27.96889978,1.527,0.087,-0.088,0,1,162.3,4.11379,-1.00E-05,1.00E-05,1701.497909,8680930892,0.058066427,0.3,2.3,18837.77959,0,1,90,-1.2,1.2,0,,,0,90,,,9549.474338,0.000236,-0.000236,0,9551.531233,0,1,0.52,0.025,-0.025,1,2012,F-VH-J,Eclipse,1,0,1
KELT-23 A,0.94,-0.05,0.06,5899,-49,49,1,-0.02,0.02,126.261,-0.351,0.352,4.42,-0.03,0.03,Gaia DR2 1644692064543192704,8.951,9.208,8.904,10.308,10.182,8.754,8.789,8.766,8.564,0,-0.105,-0.077,0.078,[Fe/H],6.4,-3.2,3.5,G2 V,232.1466406,66.3587097,KELT-23 A b,14.82948151,0.280224518,-0.280224518,1.323,0.025,-0.025,298.1230454,15.25576352,-13.98444989,0.938,0.048,-0.044,0,1,150.6,2.255251,-1.20E-05,1.10E-05,1514.89041,4932538916,0.032993571,0.3,2.3,8589.016708,0.576,1,85.37,-0.3,0.31,0,,,0,,,,8140.3792,0.0027,-0.0029,0,8141.506825,0,1,1.864,0.028,-0.028,1,2019,G-VH-J,Eclipse,1,0,1
KELT-3,1.96,-0.5,0.5,6304,-49,49,1.7,-0.12,0.12,210.252,-5.271,5.544,4.2,-0.03,0.03,Gaia DR2 806492019492266752,8.728,8.963,8.662,9.816,9.76324,8.574,8.601,8.625,8.08,0,0.05,,,[Fe/H],3,-0.2,0.2,,148.6431193,40.3879446,KELT-3 b,17.48600994,1.23298788,-1.23298788,1.56,0.11,-0.11,469.7503849,20.02318962,-19.70536121,1.478,0.063,-0.062,0,1,182.3,2.70339,-1.00E-05,1.00E-05,1757.994489,7110865633,0.047564319,0.3,2.3,11306.73812,0.606,1,84.14,-0.57,0.57,0,,,0,90,,,7472.49813,0.00029,-0.00029,0,7473.849825,0,1,0.89,0.02,-0.02,1,2013,F-VH-MJ,Eclipse,1,0,1
KELT-4 A,1.2,-0.06,0.07,6206,-75,75,1.6,-0.04,0.04,218.05,-2.067,2.106,4.11,-0.01,0.01,Gaia DR2 727624020367528576,8.79,9.017,8.689,9.98,9.95702,8.604,8.636,8.637,8.6,0,-0.116,-0.069,0.065,[Fe/H],4.44,-0.89,0.78,F,157.06262,25.5731366,KELT-4 A b,19.04405826,0.515613114,-0.504404133,1.699,0.046,-0.045,286.6812227,19.0697044,-18.75187599,0.902,0.06,-0.059,0,1,111.8,2.9895932,-4.90E-06,4.90E-06,1761.948781,6457034792,0.043190868,0.3,2.3,12360.62887,0.689,1,83.16,-0.21,0.22,0,,,0,,,,6190.30201,0.00022,-0.00022,0,6191.796807,0,1,1.187,0.012,-0.012,1,2016,F-VH-MJ,Eclipse,1,0,1
KELT-24,1.46,-0.06,0.06,6509,-49,50,1.51,-0.02,0.02,96.5173,-0.3113,0.3132,4.25,-0.02,0.02,Gaia DR2 1076970406751899008,7.2,7.408,7.154,8.34,8.23752,7.058,7.128,7.146,7.152,0,0.186,-0.076,0.077,[Fe/H],0.78,-0.42,0.61,F7,161.9090273,71.655727,KELT-24 b,14.25782349,0.235388595,-0.235388595,1.272,0.021,-0.021,1490.615227,66.74396538,-69.92224945,4.69,0.21,-0.22,0,1,462,5.5514926,-8.00E-06,8.10E-06,1413.610529,10414108752,0.06965959,0.3,2.3,16633.69331,0.134,1,89.17,-0.75,0.59,0.077,-0.025,0.024,0,55,-15,13,8540.47759,0.00036,-0.00035,0,8543.253336,18873.28562,1,0.753,0.012,-0.012,1,2019,F-H-J,Eclipse,1,0,1
KELT-6,1.42,-0.46,0.46,6102,-43,43,1.73,-0.12,0.12,240.726,-1.955,1.987,4.07,-0.06,0.06,Gaia DR2 1464700950221781504,9.137,9.302,9.083,10.371,10.1934,9.039,9.072,9.054,8.415,0,-0.28,,,[Fe/H],6.1,-0.2,0.2,F8,195.9818362,30.640145,KELT-6 b,14.57167495,1.008808266,-1.008808266,1.3,0.09,-0.09,140.4801557,6.038739725,-6.038739725,0.442,0.019,-0.019,0,1,41.8,7.8457,-0.0002,0.0002,1269.869392,12994170465,0.086917528,0.3,2.3,21181.33365,0.2,1,88.81,-0.85,0.85,0.22,-0.11,0.11,0,80,-120,110,6347.796793,0.000364,-0.000364,0,6351.719643,32898.04852,1,0.6,0.015,-0.015,1,2014,F-H-J,Eclipse,1,3,7
KELT-9,2.52,-0.2,0.25,10170,-450,450,2.36,-0.06,0.07,204.455,-1.558,1.582,4.09,-0.01,0.01,Gaia DR2 2064327278651198336,7.492,7.458,7.482,7.55,7.57675,7.399,7.509,7.436,7.704,0,-0.03,-0.2,0.2,[Fe/H],0.3,,,B9.5-A0,307.8598998,39.9389161,KELT-9 b,21.19618256,0.683747825,-0.594075979,1.891,0.061,-0.053,775.5013121,222.4798846,-222.4798846,2.44,0.7,-0.7,0,1,0,1.4811235,-1.10E-06,1.10E-06,3916.236076,5177168998,0.034629893,0.3,2.3,14066.71499,0.177,1,86.79,-0.25,0.25,0,,,0,90,,,7095.68572,0.00014,-0.00014,0,7096.426282,0,1,0.677,0.0072,-0.0072,1,2017,F-UH-MJ,Eclipse,1,0,0
KELT-8,0.81,-0.21,0.21,5754,-54,54,1.46,-0.08,0.08,197.572,-0.995,1.005,4.08,-0.05,0.05,Gaia DR2 4534144923690481408,9.269,9.586,9.177,10.845,10.6699,8.981,8.983,8.928001,8.533,0,0.27,,,[Fe/H],5.4,-0.5,0.4,G2 V,283.3054489,24.1272483,KELT-8 b,18.15854878,1.120898073,-1.120898073,1.62,0.1,-0.1,272.6967729,16.84490555,-16.20924874,0.858,0.053,-0.051,0,1,104.2,3.24406,-0.00016,0.00016,1621.405269,5981162083,0.040007773,0.3,2.3,12640.16236,0.741,1,82.65,-0.9,0.9,0.04,-0.05,0.05,0,85,-97,87,9021.32978,0.00031,-0.00029,0,9022.95181,13689.33457,1,1.3,0.06,-0.06,1,2015,G-VH-MJ,Eclipse,1,0,1
KELT-7,1.76,-0.25,0.25,6768,-7,7,1.81,-0.07,0.07,136.681,-0.924,0.938,4.5,,,Gaia DR2 181908842994567936,7.58,7.739,7.543,8.56,8.45173,7.496,7.525,7.524,7.137,0,0,,,[Fe/H],1.3,-0.2,0.2,F,78.2955912,33.3179532,KELT-7 b,17.93436917,0.672538844,-0.672538844,1.6,0.06,-0.06,441.7814852,69.92224945,-69.92224945,1.39,0.22,-0.22,0,1,138,2.73477,-4.00E-06,4.00E-06,1975.133011,6913257612,0.046242526,0.3,2.3,12597.00494,0.593,1,83.76,-0.38,0.38,0,,,0,,,,9935.037733,7.30E-05,-7.30E-05,0,9936.405118,0,1,0.83,0.012,-0.012,1,2015,F-VH-MJ,Eclipse,1,0,0
KOI-13,1.72,-0.1,0.1,7650,-250,250,1.74,-0.04,0.04,519.096,-27.506,30.703,4.2,-0.5,0.5,Gaia DR2 2130632159134827392,9.455,9.466,9.425,9.791,10.3678,9.386,9.409,9.384,9.162,0,0.2,-0.2,0.2,[Fe/H],1.12,-0.07,0.13,,286.9713876,46.8682463,KOI-13 b,16.94797887,0.392314326,-0.392314326,1.512,0.035,-0.035,2949.447613,50.85254506,-50.85254506,9.28,0.16,-0.16,0,1,0,1.763588,-1.00E-06,1.00E-06,2543.341612,5120812632,0.034252927,0.3,2.3,12272.46992,0.2536,1,86.77,-0.052,0.048,0.00064,-0.00016,0.00012,0,5,-10,8,4953.56596,2.00E-05,-3.00E-05,0,4954.447754,12273.8391,1,0.45906,0.00015,-0.00015,1,2011,F-UH-MJ,Eclipse,1,1,3
KPS-1,0.89,-0.1,0.09,5165,-90,90,0.91,-0.08,0.09,262.706,-2.57,2.62,4.47,-0.06,0.06,Gaia DR2 1055895483267019392,11.029,11.41,10.931,12.97,12.7933,10.852,10.919,10.801,9.018,0,0.22,-0.13,0.13,[Fe/H],,,,K1 V,165.167198,64.9638452,KPS-1 b,11.54525015,1.457167495,-1.345077688,1.03,0.13,-0.12,346.4329632,27.33324297,-27.65107137,1.09,0.086,-0.087,0,1,198.7,1.706291,-5.90E-05,5.90E-05,1401.298782,4021580028,0.026900201,0.3,2.3,6095.590385,0.754,1,83.2,-0.9,0.88,0,,,0,,,,7508.37019,0.00079,-0.00078,0,7509.223336,0,1,1.098,0.000181,-0.000181,1,2018,K-H-J,Eclipse,1,5,11
KOI-94,1.28,-0.05,0.05,6182,-58,58,1.52,-0.14,0.14,477.052,-4.899,5,4.18,-0.07,0.07,Gaia DR2 2076970047474270208,10.957,11.218,10.926,12.314,12.1882,10.778,10.813,10.827,9.546,0,0.023,-0.002,0.002,[Fe/H],3.16,-0.39,0.39,,297.3330716,41.8911186,KOI-94 d,11.26502563,1.064853169,-1.064853169,1.005,0.095,-0.095,58.40096971,11.89949554,-0.600695688,0.18375,0.03744,-0.00189,0,1,0,22.342989,-6.70E-06,6.70E-06,865.6143874,25219055505,0.168689334,0.3,2.3,27479.94214,0.055,1,89.871,-0.123,0.123,0.022,-0.038,0.038,0,,,,4965.74052,0.00015,-0.00015,0,4976.912014,0,1,0.56128,0.00053,-0.00053,1,2013,F-W-J,Transit,1,15,30
Kepler-105,1.28,-0.19,0.12,6397,-95,95,1.58,-0.37,0.53,459.223,-5.391,5.517,4.15,-0.23,0.2,Gaia DR2 2130368310704421120,11.555,11.811,11.503,12.981,12.8025,11.43,11.479,11.469,8.879,0,-0.22,-0.48,0.47,[Fe/H],3.17,-0.6,0.6,,287.8872376,46.2761224,Kepler-105 b,4.808652734,1.524421379,-1.524421379,0.429,0.136,-0.136,5.085254506,6.356568132,-4.131769286,0.016,0.02,-0.013,0,0,0,5.4122,-2.00E-05,2.00E-05,1464.989046,9799799591,0.065550499,0.3,2.3,13443.13227,0.64,1,85.94,-3.88,1.87,0.47,-0.47,0.05,0,272.16,-272.16,16.04,4966.1424,,,0,4968.8485,4850.999583,1,0.06,0.0006,-0.0006,1,2013,F-H-N,Transit,1,13,25
Kepler-12,1.17,-0.05,0.05,5947,-100,100,1.48,-0.03,0.03,881.386,-9.643,9.854,4.17,-0.01,0.02,Gaia DR2 2133599775377340672,12.107,12.406,12.066,13.468,13.3596,12.051,12.079,11.882,9.116,0,0.07,-0.04,0.04,[Fe/H],4,-0.4,0.3,,286.2434458,50.0403671,Kepler-12 b,19.6605522,0.347478403,-0.403523306,1.754,0.031,-0.036,137.6197001,13.34879308,-12.71313626,0.433,0.042,-0.04,0,1,48.3,4.4379629,-6.00E-07,6.00E-07,1429.526972,8331995856,0.055732414,0.3,2.3,16775.48734,0.168,1,88.796,-0.074,0.088,0,,,0,182,-98,97,5004.00915,1.00E-05,-1.00E-05,0,5006.228131,0,1,1.67211,0.00052,-0.00052,1,2011,G-H-MJ,Transit,1,8,16
Kepler-17,1.04,,,5781,-85,85,1.01,,,720.753,-10.343,10.343,4.45,,,Gaia DR2 2086449761846310784,12.67,12.992,12.585,14.314,14.1311,12.55,12.594,12.291,8.715,0,0.26,-0.1,0.1,[M/H],1.8,-1.8,0,G2 V,298.3952437,47.8149865,Kepler-17 b,14.68376476,0.224179615,-0.224179615,1.31,0.02,-0.02,785.0361643,38.13940879,-34.96112473,2.47,0.12,-0.11,0,1,398,1.4857108,-2.00E-07,2.00E-07,1686.044748,3862471428,0.025835929,0.3,2.3,8237.593519,0.268,1,87.2,-0.15,0.15,0,,,1,,,,5185.678035,2.30E-05,-2.60E-05,0,5186.42089,0,1,2.18019,0.00111,-0.00111,1,2011,G-VH-J,Eclipse,2,17,33
Kepler-33,1.29,-0.12,0.06,5904,-47,47,1.82,-0.18,0.14,1209.16,-22.195,22.195,4.03,-0.06,0.06,Gaia DR2 2127355923723254272,12.62,12.871,12.591,14.099,13.9513,12.544,12.578,12.484,9.463,0,0.025,-0.002,0.002,[Fe/H],4.27,-1.03,0.74,,289.0775348,46.0051696,Kepler-33 c,3.194559508,0.30264248,-0.30264248,0.285,0.027,-0.027,0.39092894,1.239530786,-0.321006691,0.00123,0.0039,-0.00101,0,0,0,13.17562,-0.00014,0.00014,1077.331011,17780416247,0.11893255,0.3,2.3,23643.2922,0.44,1,88.19,-1.06,0.58,0,,,0,,,,4976.6764,0.0042,-0.0042,0,4983.26421,0,1,0.02977,0.00091,-0.00091,1,2011,G-H-SN,Transit,1,13,27
Kepler-435,1.54,-0.09,0.09,6161,-94,94,3.21,-0.3,0.3,1418.77,-35.37,35.37,3.61,-0.07,0.05,Gaia DR2 2125913531966017408,12.345,12.593,12.291,13.704,13.604,12.266,12.309,12.416,9.423,0,-0.18,-0.11,0.11,[Fe/H],2.25,-0.42,0.42,,292.2873012,43.1972542,Kepler-435 b,22.30587165,2.017616532,-2.017616532,1.99,0.18,-0.18,270.1541456,41.31769286,-41.31769286,0.85,0.13,-0.13,0,1,64.2,8.6001536,-1.80E-06,1.80E-06,1671.105849,14193048670,0.09493678,0.3,2.3,36031.03326,0.448,1,85.51,-0.52,0.52,0.114,-0.077,0.077,0,104,-36,36,5010.64241,0.0004,-0.0004,0,5014.942487,44993.45245,1,0.45102,0.00048,-0.00048,1,2015,F-VH-MJ,Eclipse,2,18,36
Kepler-447,1,-0.21,0.21,5493,-62,62,1.05,-0.19,0.19,268.041,-1.823,1.848,4.4,-0.1,0.1,Gaia DR2 2131587531660567296,10.879,11.211,10.806,12.52,12.3795,10.758,10.802,10.653,9.313,0,0.07,-0.05,0.05,[Fe/H],2.69,-1.16,2.02,G8 V,285.2685283,48.5598835,Kepler-447 b,18.49481821,6.613298631,-6.277029209,1.65,0.59,-0.56,435.424917,152.5576352,-146.201067,1.37,0.48,-0.46,0,1,141,7.79430132,-1.82E-06,1.82E-06,946.2392136,11510197455,0.076991287,0.3,2.3,15809.06667,0,1,90,-0.32,0.24,0.123,-0.036,0.037,0,98.3,-11,1.1,4970.259778,,,0,4974.156929,20190.65271,1,0.33874,0.00283,-0.00283,1,2015,G-W-MJ,Eclipse,1,4,8
Kepler-5,1.37,-0.06,0.04,6297,-60,60,1.79,-0.06,0.04,899.777,-16.181,16.774,3.96,-0.1,0.1,Gaia DR2 2079018300195390464,11.863,12.115,11.769,13.325,13.2263,11.683,11.741,10.741,8.504,0,0.04,-0.06,0.06,[Fe/H],2.88,-0.32,0.34,,299.4070341,44.0350387,Kepler-5 b,15.98400652,0.403523306,-0.571658017,1.426,0.036,-0.051,675.7031924,30.19369863,-29.55804181,2.126,0.095,-0.093,0,1,228.7,3.5484657,-7.00E-07,7.00E-07,1746.957478,7565400259,0.050604684,0.3,2.3,17395.22764,0.0968,1,89.14,-0.32,0.44,0,,,0,,,,4955.90144,2.00E-05,-2.00E-05,0,4957.675673,0,1,0.72515,0.00033,-0.00033,1,2009,F-VH-J,Eclipse,2,17,33
Kepler-6,1.21,-0.04,0.04,5647,-44,44,1.39,-0.03,0.02,587.039,-4.986,5.071,4.24,-0.01,0.01,Gaia DR2 2086636884980514304,11.706,12.001,11.634,13.286,13.1714,11.585,11.643,11.494,8.965,0,0.34,-0.04,0.04,[Fe/H],1.3,-1,1,,296.8372475,48.2399695,Kepler-6 b,14.61651087,0.201761653,-0.369896364,1.304,0.018,-0.033,205.6349791,17.48056236,-13.03096467,0.647,0.055,-0.041,0,1,81.7,3.2346996,-4.00E-07,4.00E-07,1453.579306,6824157994,0.045646542,0.3,2.3,13756.72314,0.141,1,88.93,-0.17,0.19,0,,,0,,,,4954.486528,9.00E-06,-1.20E-05,0,4956.103878,0,1,1.08141,0.0004,-0.0004,1,2009,G-H-J,Eclipse,2,13,26
Kepler-7,1.36,-0.03,0.03,5933,-44,44,1.97,-0.01,0.01,922.562,-19.739,20.605,3.98,-0.1,0.1,Gaia DR2 2102117871259036672,11.601,11.833,11.535,13.008,12.8649,11.51,11.551,11.671,8.917,0,0.11,-0.03,0.03,[Fe/H],2.9,-0.3,0.3,,288.5814928,41.0897335,Kepler-7 b,18.18096675,0.14571675,-0.14571675,1.622,0.013,-0.013,142.7049546,16.20924874,-15.25576352,0.449,0.051,-0.048,0,1,42.6,4.8854892,-9.00E-07,9.00E-07,1554.070493,9340059746,0.062475316,0.3,2.3,18364.65572,0.5599,1,85.161,-0.054,0.055,0,,,0,,,,4967.27687,3.00E-05,-2.00E-05,0,4969.719615,0,1,0.75693,0.00034,-0.00034,1,2009,G-VH-MJ,Eclipse,2,17,35
